name,playcount,listeners,url
Memphis Bleek,137898,30092,https://www.last.fm/music/yun%C3%A8+pinku
ditro,1934721,76484,https://www.last.fm/music/Brutus
Art Blakey & The Jazz Messengers,850271,26092,https://www.last.fm/music/No+Pressure
CRUISR,822610,113610,https://www.last.fm/music/Declan+J+Donovan
Tommy Newport,2269752,33416,https://www.last.fm/music/BHZ
Benny Golson,1943683,241336,https://www.last.fm/music/The+Griswolds
The Association,3991087,483313,https://www.last.fm/music/Solomon+Burke
Mokyo,616753,68301,https://www.last.fm/music/Vlad+Holiday
SERPENTWITHFEET,7527496,413067,https://www.last.fm/music/Jenny+Lewis
Richard Cheese,1698380,101010,https://www.last.fm/music/HO99O9
Cartel,7064145,137910,https://www.last.fm/music/Cattle+Decapitation
Howie Day,1475548,156149,https://www.last.fm/music/Throttle
Drax Project,7494346,446962,https://www.last.fm/music/Old+Crow+Medicine+Show
Akcent,11575228,770698,https://www.last.fm/music/12+Stones
Alizée,4012414,419719,https://www.last.fm/music/M.O.P.
Francis Poulenc,948695,72475,https://www.last.fm/music/Luna+Luna
Armor for Sleep,13468723,229513,https://www.last.fm/music/Equilibrium
Virtual Self,2114705,97545,https://www.last.fm/music/Soft+Kill
Gold Celeste,43602,16544,https://www.last.fm/music/Lewis+Thompson
Mitchell Tenpenny,853975,46316,https://www.last.fm/music/oceanfromtheblue
Minus the Bear,4032531,323224,https://www.last.fm/music/The+Style+Council
D Smoke,2378330,75480,https://www.last.fm/music/Shinigami
Anomalie,1663660,234232,https://www.last.fm/music/The+Magician
Zaia,9160606,513455,https://www.last.fm/music/The+Airborne+Toxic+Event
Raphael Saadiq,2019802,165967,https://www.last.fm/music/Reflection+Eternal
Lucy In Disguise,1611830,276055,https://www.last.fm/music/Evelyn+%22Champagne%22+King
Darwin Deez,537179,62989,https://www.last.fm/music/Warmduscher
the buttress,282245,36470,https://www.last.fm/music/HOSPICEMANE
Satoshi Takebe,12827412,595013,https://www.last.fm/music/Our+Lady+Peace
Møme,13583763,273014,https://www.last.fm/music/The+Ghost+Inside
Murda,854100,88331,https://www.last.fm/music/Arc+North
Oaty.,171253,41636,https://www.last.fm/music/So.lo
Staplegun,719978,90036,https://www.last.fm/music/Alex+Isley
NIGHT SKINNY,1229643,33318,https://www.last.fm/music/ProVinz
Steam Powered Giraffe,1129832,57705,https://www.last.fm/music/Ayano+Kaneko
Satin Jackets,409837,47815,https://www.last.fm/music/Softcult
Large Professor,3928779,162989,https://www.last.fm/music/Rapsody
Plini,656803,86314,https://www.last.fm/music/Ivan+Ave
3l3d3p,516735,50128,https://www.last.fm/music/LongLost
Essenger,5656446,411327,https://www.last.fm/music/Delta+Spirit
Frederick Delius,6577781,140049,https://www.last.fm/music/De+Jeugd+van+Tegenwoordig
Gioachino Rossini,3411903,272531,https://www.last.fm/music/Adventure+Club
nobita,1708449,289151,https://www.last.fm/music/DJ+Drama
Evinha,7755358,571489,https://www.last.fm/music/Feed+Me
Tiê,2208177,148671,https://www.last.fm/music/Miami+Nights+1984
Patrick Hernandez,2544872,436266,https://www.last.fm/music/Scott+McKenzie
Sobel,2106279,362927,https://www.last.fm/music/Smokey+Robinson
Pa Salieu,1564756,54167,https://www.last.fm/music/Jonathan+Young
Anonymuz,1813332,86567,https://www.last.fm/music/Davichi
S-X,790744,85143,https://www.last.fm/music/Coopex
Bassti,203609,39576,https://www.last.fm/music/Folly+Group
Joseph Vincent,4451234,354923,https://www.last.fm/music/Eric+Johnson
From Indian Lakes,1105109,107991,https://www.last.fm/music/kiefer
Caio Luccas,279801,46156,https://www.last.fm/music/Devon
The Veils,6031931,237752,https://www.last.fm/music/Necro
Tommy heavenly6,1189385,109586,https://www.last.fm/music/Marlo
Video Game Players,698503,29393,https://www.last.fm/music/Edwin+Rosen
FILV,11580652,527768,https://www.last.fm/music/Roger+Waters
OBLXKQ,8324831,508954,https://www.last.fm/music/Uffie
Michael Nyman,2862114,355805,https://www.last.fm/music/Coleman+Hawkins
Kash Doll,1775580,78933,https://www.last.fm/music/Maneva
Stick Figure,601741,39700,https://www.last.fm/music/Dirty+Bird
FM-84,2775486,295747,https://www.last.fm/music/Link+Wray
Yacht,5911989,228077,https://www.last.fm/music/ORANGE+RANGE
Zomboy,1821872,136286,https://www.last.fm/music/Rogue
Lee Fields & The Expressions,11471685,385458,https://www.last.fm/music/Austra
"Car, The Garden",1372979,54961,https://www.last.fm/music/Amigo+The+Devil
Brian McKnight,1581482,202512,https://www.last.fm/music/Shoffy
Voyage,572131,46774,https://www.last.fm/music/The+Du
Alexis y Fido,241212,62761,https://www.last.fm/music/Sling+Dilly
NUMBER GIRL,712553,80406,https://www.last.fm/music/Nija
Cody Jinks,192922,21774,https://www.last.fm/music/MC+Teuzin+PV
Melanie C,486413,48184,https://www.last.fm/music/Wett+Brain
Dispatch,4864749,263591,https://www.last.fm/music/Moondog
JJ Lin,1022157,67652,https://www.last.fm/music/Alizzz
The Home Team,3309527,350334,https://www.last.fm/music/Art+Tatum
You Blew It!,615472,35182,https://www.last.fm/music/aviana
Mia Rodriguez,3625494,86226,https://www.last.fm/music/Revocation
S. Carey,2875729,136112,https://www.last.fm/music/Quicksand
NGeeYL,941640,63544,https://www.last.fm/music/Shamana
Harley Reid,652929,101355,https://www.last.fm/music/Jitwam
Unique Salonga,9259484,224310,https://www.last.fm/music/%D0%94%D0%94%D0%A2
Takeo,2204748,86386,https://www.last.fm/music/Normandie
courtship.,2215058,109723,https://www.last.fm/music/Gost
Supercell,1378581,26323,https://www.last.fm/music/Japa
barnes blvd.,509310,62223,https://www.last.fm/music/The+Licks
Maybeshewill,525580,94002,https://www.last.fm/music/Scayos
Oliver Koletzki,1623139,149885,https://www.last.fm/music/Ekali
Pinguini Tattici Nucleari,238255,25116,https://www.last.fm/music/Odie+Leigh
Milky day,3088621,189448,https://www.last.fm/music/Ney+Matogrosso
Flovry,2558585,418427,https://www.last.fm/music/The+Box+Tops
chelmico,1804440,168125,https://www.last.fm/music/Christopher
Sun Room,1773452,322173,https://www.last.fm/music/Billy+Paul
Keith David,3003981,459302,https://www.last.fm/music/Des%27ree
Tryhardninja,2158815,239104,https://www.last.fm/music/Kwabs
Jaguar Sun,2250704,285541,https://www.last.fm/music/Porno+for+Pyros
Rumskib,1060736,44501,https://www.last.fm/music/Parker+McCollum
Crack Cloud,290607,34258,https://www.last.fm/music/Hi-Fi+Set
Chancellor,4197145,182845,https://www.last.fm/music/Lecrae
Ernest,1117884,90135,https://www.last.fm/music/Montaigne
Ferry Corsten,715387,48004,https://www.last.fm/music/Mommy+Long+Legs
Dschinghis Khan,455447,51989,https://www.last.fm/music/Whales
Emile Mosseri,425793,63530,https://www.last.fm/music/Erland+Cooper
MARCO LUKA,5717388,551653,https://www.last.fm/music/Slade
MC RD,7753442,466305,https://www.last.fm/music/Xavier+Rudd
Yvetzal,517834,49794,https://www.last.fm/music/Alexander+Stewart
marble fade,1809262,101940,https://www.last.fm/music/Viper
Penguin Cafe Orchestra,206825,20959,https://www.last.fm/music/Koto.
Mohit Chauhan,4562741,114575,https://www.last.fm/music/King+Dude
Morad,1164613,148466,https://www.last.fm/music/Son+Little
Le Castle Vania,913190,101404,https://www.last.fm/music/Tiwa+Savage
KIM WOO SEOK,10704568,579051,https://www.last.fm/music/Josh+Groban
Ron Gallo,13784166,316720,https://www.last.fm/music/The+Weakerthans
Volumes,1646263,91928,https://www.last.fm/music/Trouble+Maker
Emile Haynie,769545,139557,https://www.last.fm/music/Taco
Comeback Kid,2229781,234293,https://www.last.fm/music/Psalm+Trees
jaydes,427359,60481,https://www.last.fm/music/Luca+Fogale
Keys N Krates,6214321,262207,https://www.last.fm/music/Electrelane
Ricky Rich,1219292,26700,https://www.last.fm/music/Soto+asa
Yungeen Ace,117820,15749,https://www.last.fm/music/vidzgiriuka$
Louis Culture,3002600,164122,https://www.last.fm/music/MitiS
Klur,1257423,153864,https://www.last.fm/music/Cosculluela
870glizzy,1063842,68419,https://www.last.fm/music/Ms+Nina
your best friend jippy,604578,21544,https://www.last.fm/music/kaystrueno
Cosmic Boy,195703,40157,https://www.last.fm/music/porij
mc igu,2407133,24786,https://www.last.fm/music/Green+Montana
Mc TH,1309299,52769,https://www.last.fm/music/S%C3%A9rgio+Sampaio
Mann,3351996,307819,https://www.last.fm/music/Milo+Greene
Cazzette,2342726,106642,https://www.last.fm/music/Benjamin+Ingrosso
Moonchild,1442550,49166,https://www.last.fm/music/Natalia+Lacunza
Alesana,8016145,555084,https://www.last.fm/music/The+Blues+Brothers
Harris & Ford,829478,101919,https://www.last.fm/music/Concorde
Jessia,11193115,775553,https://www.last.fm/music/Dirty+Pretty+Things
HXI,1813702,272641,https://www.last.fm/music/Panjabi+MC
Chelou,2636335,140549,https://www.last.fm/music/Cinnamon+Chasers
vianney,1430951,189404,https://www.last.fm/music/Blake+Mills
Yubin,3531017,123755,https://www.last.fm/music/Upon+a+Burning+Body
Chino & Nacho,756459,55673,https://www.last.fm/music/Bratty
Changmo,7055323,324630,https://www.last.fm/music/We+Were+Promised+Jetpacks
Starsailor,1905329,176931,https://www.last.fm/music/Georgia
Hieroglyphics,1282273,118824,https://www.last.fm/music/Lizot
Chad Lawson,693081,61673,https://www.last.fm/music/DAWN+%EB%8D%98
Alemeda,1067074,85815,https://www.last.fm/music/Djrum
Grabbitz,646933,68175,https://www.last.fm/music/OGRE+Sound
ralph kaminski,1281576,116396,https://www.last.fm/music/Elias
GREEN ORXNGE,457415,74517,https://www.last.fm/music/Oliver+Malcolm
Michael Franti & Spearhead,979970,45183,https://www.last.fm/music/Psyqui
MC Guto VGS,3477751,632642,https://www.last.fm/music/Mel+Torm%C3%A9
Tony Anderson,3037658,161484,https://www.last.fm/music/The+Red+Army+Choir
The Audition,1609092,37395,https://www.last.fm/music/%D0%A2%D1%80%D0%B8+%D0%94%D0%BD%D1%8F+%D0%94%D0%BE%D0%B6%D0%B4%D1%8F
Janos Sebestyen,614076,17406,https://www.last.fm/music/Gibbs
The Millennium,465801,78355,https://www.last.fm/music/hi+jude
Sango,158529,21872,https://www.last.fm/music/sombr
Sonny & Cher,44874,7900,https://www.last.fm/music/Ahri
Poliça,190690,30949,https://www.last.fm/music/Micah+Edwards
Small Faces,5757110,564158,https://www.last.fm/music/Crash+Test+Dummies
Enfant Sauvage,12521081,242965,https://www.last.fm/music/Born+of+Osiris
Trevor Morris,1033916,98866,https://www.last.fm/music/Penny+and+Sparrow
Talos,6778129,507748,https://www.last.fm/music/Emmylou+Harris
Mitch Murder,1913283,124671,https://www.last.fm/music/IAMDDB
PHEM,1342011,88584,https://www.last.fm/music/Dan+Mason+%E3%83%80%E3%83%B3%C2%B7%E3%83%A1%E3%82%A4%E3%82%BD%E3%83%B3
Lil Zay Osama,534802,75584,https://www.last.fm/music/TELYKast
allem iversom,3416729,152500,https://www.last.fm/music/Violent+Soho
Alexi Murdoch,513011,74126,https://www.last.fm/music/Wax+Motif
Emile Pandolfi,9382816,359016,https://www.last.fm/music/Soap&Skin
William Devaughn,3765210,90260,https://www.last.fm/music/Gloryhammer
Jaloo,1992149,100445,https://www.last.fm/music/Hockey+Dad
Zuukou Mayzie,3335886,438405,https://www.last.fm/music/DJ+Sammy
Rarin,1130452,63423,https://www.last.fm/music/Laura+Shigihara
Sleep Miracle,1119130,74844,https://www.last.fm/music/Jorge+Vercillo
Projota,103745,10732,https://www.last.fm/music/Stars+Music+Chile
Mahmundi,2029307,117412,https://www.last.fm/music/Kingdom
Jr Jr,3112883,411157,https://www.last.fm/music/Screamin%27+Jay+Hawkins
Three Four Trio,1784384,24736,https://www.last.fm/music/Lazza
Ben Lukas Boysen,1356143,105707,https://www.last.fm/music/Jorge+Arag%C3%A3o
Rousseau,527819,40517,https://www.last.fm/music/Black+Gryph0n
Dawes,1028519,47052,https://www.last.fm/music/Metalocalypse:+Dethklok
Lee Morgan,297984,37626,https://www.last.fm/music/Caleb+Hearn
Selah Sue,4583921,292102,https://www.last.fm/music/Fairport+Convention
Jamie Muscato,1838703,284188,https://www.last.fm/music/Generation+X
Burn the Priest,138562,32678,https://www.last.fm/music/Calma+Interiore
MIA GLADSTONE,2036538,174898,https://www.last.fm/music/Her
Banda El Recodo,20733127,772495,https://www.last.fm/music/The+Dead+Weather
RIOPY,2494420,318272,https://www.last.fm/music/Sammy+Hagar
Ta-ku,964912,70847,https://www.last.fm/music/A.L.I.S.O.N
Santa Fe Klan,1088437,77438,https://www.last.fm/music/Lous+And+The+Yakuza
girl ultra,304040,29327,https://www.last.fm/music/Tila+Tsoli
Jay Chou,1834028,108153,https://www.last.fm/music/Tobu
The Futureheads,718746,47462,https://www.last.fm/music/Letoa
Au5,5113689,405703,https://www.last.fm/music/The+Ventures
Capzlock,2781427,54784,https://www.last.fm/music/Tulus
ishmael ensemble,568414,60386,https://www.last.fm/music/Hentai+Xander
Koba LaD,424158,40241,https://www.last.fm/music/%E7%BC%BA%E7%9C%81
Fastball,2821628,296957,https://www.last.fm/music/Cracker
Bay Ledges,275080,53956,https://www.last.fm/music/Jadu+Jadu
Evann McIntosh,151631,18999,https://www.last.fm/music/fr4me+Archive
Tea,1535252,87570,https://www.last.fm/music/Warhaus
Oliver Buckland,1991578,340614,https://www.last.fm/music/Kajagoogoo
Vended,180861,22605,https://www.last.fm/music/Black+Balloons
Cane Hill,2018945,327081,https://www.last.fm/music/Soul+II+Soul
Monophonics,2183835,358203,https://www.last.fm/music/Ralph+Vaughan+Williams
Josh Fudge,8715694,548557,https://www.last.fm/music/Blank+&+Jones
Saint Asonia,659566,115885,https://www.last.fm/music/James+Heather
Battle Tapes,520808,60609,https://www.last.fm/music/Nuvo+Orchestra+%EB%88%84%EB%B3%B4+%EC%98%A4%EC%BC%80%EC%8A%A4%ED%8A%B8%EB%9D%BC
Cacife Clandestino,15738759,646676,https://www.last.fm/music/Girls
Yasuaki Shimizu,1020297,40321,https://www.last.fm/music/Reona
Small Forward,139983,24790,https://www.last.fm/music/Sophie+Holohan
Hashir,1280183,132524,https://www.last.fm/music/Nina+Kraviz
Kuwada,3383594,165176,https://www.last.fm/music/Tommy+Guerrero
MC Luan da BS,513119,82220,https://www.last.fm/music/Los+Cuates+de+Sinaloa
Senses,2265450,32418,https://www.last.fm/music/YUNG+LIXO
Oscar and the Wolf,1020127,49394,https://www.last.fm/music/Roland+Faunte
Ida Corr,438602,59578,https://www.last.fm/music/Kacy+&+Clayton
Steve Vai,4090769,179734,https://www.last.fm/music/Lazerhawk
Honey Dijon,212777,31197,https://www.last.fm/music/Eyez+Hate+U
Palisades,427895,65485,https://www.last.fm/music/BrandUn+Deshay
The Starting Line,13150672,755256,https://www.last.fm/music/Delerium
Myrkur,2463861,167229,https://www.last.fm/music/Gloria+Trevi
Masayoshi Soken,540799,17297,https://www.last.fm/music/Hackle
Rusherking,1278966,62880,https://www.last.fm/music/Dikembe
Andrew Prahlow,2451642,485068,https://www.last.fm/music/Samuel+Barber
7 LOVE Minutes,9136950,485854,https://www.last.fm/music/tUnE-yArDs
The Dreadnoughts,307374,21557,https://www.last.fm/music/Shae+Gill
Airways,3073785,181636,https://www.last.fm/music/Catherine+Wheel
Tuyo,988967,80738,https://www.last.fm/music/Winter
ROWDY REBEL,456642,60258,https://www.last.fm/music/Nitty+Gritty+Dirt+Band
Graveyard,211284,34051,https://www.last.fm/music/Jae5
Fischerspooner,2102966,304200,https://www.last.fm/music/Jefferson+Starship
Barbara Pravi,1468134,112224,https://www.last.fm/music/Illy
TNT,440874,51566,https://www.last.fm/music/H%C3%A9ctor+%22El+Father%22
J. Worra,680940,56590,https://www.last.fm/music/Quin+Nfn
Coone,1170420,56013,https://www.last.fm/music/Che+Ecru
Futuristic,733345,78510,https://www.last.fm/music/Pluko
Nightcrawlers,1534009,268054,https://www.last.fm/music/Elvin+Bishop
Sunami,5512007,420167,https://www.last.fm/music/The+Sonics
Mudrigo,863852,125287,https://www.last.fm/music/Jaeden+Camstra
Tatsuro Yamashita,121158,17884,https://www.last.fm/music/SAOTOMAMORE
Mr. Scruff,743802,79469,https://www.last.fm/music/Hercules+&+Love+Affair
Choir Boy,222010,33681,https://www.last.fm/music/King+Kendrick
Rio,4172784,302822,https://www.last.fm/music/Steps
Knock2,7021088,217032,https://www.last.fm/music/Red+Fang
keltiey,991582,67521,https://www.last.fm/music/Bartees+Strange
Black Box,49882,20167,https://www.last.fm/music/Anders+Linros
2nd Exit,17444517,196112,https://www.last.fm/music/Devin+Townsend+Project
He Is We,716350,69466,https://www.last.fm/music/Grip
S-Crew,725756,32035,https://www.last.fm/music/Louta
NextYoungin,579889,90256,https://www.last.fm/music/Preme
Tsegue-Maryam Guebrou,4163128,296167,https://www.last.fm/music/Adriano+Celentano
Inayah,33800394,433708,https://www.last.fm/music/Ensiferum
Lil Gotit,1941180,211689,https://www.last.fm/music/Solomun
Daisy,11892379,553134,https://www.last.fm/music/Rodrigo+y+Gabriela
Dedline,2077446,151657,https://www.last.fm/music/Skizzy+Mars
ARDN,933549,50533,https://www.last.fm/music/DAGames
"Chunk! No, Captain Chunk!",3859041,87933,https://www.last.fm/music/Stray+from+the+Path
pasteboard,1542804,120137,https://www.last.fm/music/Jazz+Cartier
kMoe,574338,34080,https://www.last.fm/music/mirani
Scott James,1314381,111073,https://www.last.fm/music/Area21
A Beacon School,1309281,158226,https://www.last.fm/music/Jowell+&+Randy
The Qemists,1112409,132721,https://www.last.fm/music/Fred+Neil
Plumtree,388279,62402,https://www.last.fm/music/Girlhouse
Kap Bambino,3898955,234060,https://www.last.fm/music/The+Budos+Band
The Weather Station,1231959,174935,https://www.last.fm/music/Missing+Persons
Pedro Capó,795262,60464,https://www.last.fm/music/Leon+Chang
Nürnberg,2352143,227850,https://www.last.fm/music/Anonymous
Hana,1364391,243919,https://www.last.fm/music/Sylvester
AC Slater,1447482,43790,https://www.last.fm/music/Namie+Amuro
Young Cister,1255045,73516,https://www.last.fm/music/Panda+Eyes
Bert,493370,90889,https://www.last.fm/music/Kokoro
sangiovanni,863694,40507,https://www.last.fm/music/French+the+Kid
Maximillian,70522,11452,https://www.last.fm/music/DJ+GLK
The Pied Pipers,2372558,109813,https://www.last.fm/music/Pile
park bird,995106,83911,https://www.last.fm/music/Bon+Entendeur
Anika,1149733,78927,https://www.last.fm/music/Kuuro
Before You Exit,645031,48550,https://www.last.fm/music/Golden+Boy
Bruno Martini,552214,17201,https://www.last.fm/music/Jeff+Satur
Utsu-P,8283627,481290,https://www.last.fm/music/Katy+B
Arc De Soleil,955131,72628,https://www.last.fm/music/Dark+Cat
The Contortionist,1973025,190771,https://www.last.fm/music/Emily+King
Horace Silver,1201087,152959,https://www.last.fm/music/Edu+Lobo
zack villere,968193,84090,https://www.last.fm/music/Zero+9:36
Mr. President,806065,86112,https://www.last.fm/music/Bali+Baby
Jazzy Bazz,3681256,213601,https://www.last.fm/music/Rone
Ieuan,831260,67232,https://www.last.fm/music/Mumuzinho
Carnifex,970658,88694,https://www.last.fm/music/Rival
Patti LaBelle,571926,63137,https://www.last.fm/music/Ben+Beal
The teskey brothers,26907867,684843,https://www.last.fm/music/Gogol+Bordello
WayV-TEN&YANGYANG,2770185,202854,https://www.last.fm/music/Paulinho+Da+Viola
okayceci,352717,83679,https://www.last.fm/music/eaup
Męskie Granie Orkiestra 2021,676667,45261,https://www.last.fm/music/Hachioji+P
jay worthy,1595484,107903,https://www.last.fm/music/Joyryde
Wstrn,480239,38625,https://www.last.fm/music/Phoneboy
Eli Fross,1754438,223255,https://www.last.fm/music/Harris+Cole
Drug Store Romeos,861677,30673,https://www.last.fm/music/KIKIYAMA
Mark Lanegan,3275925,108719,https://www.last.fm/music/Power+Trip
Död Mark,1552992,194178,https://www.last.fm/music/Smoke+Trees
Fury Weekend,333616,59016,https://www.last.fm/music/Madison+McFerrin
The Miracles,4807501,201970,https://www.last.fm/music/London+After+Midnight
Neriah,2252112,56756,https://www.last.fm/music/Garoad
RALAN STYLES,2085268,235468,https://www.last.fm/music/Mommy
Spirit,3452696,267833,https://www.last.fm/music/Sin+Bandera
Lele Pons,875159,45271,https://www.last.fm/music/Cheekface
Giga,162801,14389,https://www.last.fm/music/Always+Mirin
Me First and the Gimme Gimmes,3378563,447732,https://www.last.fm/music/Max+Romeo
Dj CUTMAN,487664,33537,https://www.last.fm/music/Lagos
Hidden Citizens,10000409,403464,https://www.last.fm/music/Zola+Jesus
tomo,1758506,174642,https://www.last.fm/music/Dusky
Thank You Scientist,6703861,184007,https://www.last.fm/music/Nightcore
Luiz Gonzaga,6334894,290330,https://www.last.fm/music/The+Pierces
454,258228,48524,https://www.last.fm/music/49th+&+Main
Aaron Tveit,2605231,388264,https://www.last.fm/music/Michelle+Williams
Diljit Dosanjh,1682968,214777,https://www.last.fm/music/John+De+Sohn
Ana Gabriel,422048,59412,https://www.last.fm/music/Admo
ZAQ,6156129,83330,https://www.last.fm/music/Mg%C5%82a
Adekunle GOLD,4807373,156918,https://www.last.fm/music/Crass
Snow Tha Product,877687,42722,https://www.last.fm/music/yvncc
The Fearless Flyers,412846,45586,https://www.last.fm/music/ssjishmael
The Shacks,152427,21267,https://www.last.fm/music/Elijah+Woods
Wintersun,711460,54401,https://www.last.fm/music/DAINE
Kyle Lux,1096029,111816,https://www.last.fm/music/Roy+Jones+Jr.
Jagged Edge,1652462,39262,https://www.last.fm/music/Ashton+Irwin
C2C,105299,22558,https://www.last.fm/music/NORTMIRAGE
DubVision,227843,36182,https://www.last.fm/music/R%C3%AAve
Up Dharma Down,17213047,458638,https://www.last.fm/music/CunninLynguists
P Money,331070,59558,https://www.last.fm/music/Miloe
Gizmo,2847903,123597,https://www.last.fm/music/Manga
Moksi,784660,49669,https://www.last.fm/music/Who-ya+Extended
Smile,1023759,84093,https://www.last.fm/music/Nightstop
Great Good Fine OK,1119981,106809,https://www.last.fm/music/PewDiePie
Phill Veras,106162,24093,https://www.last.fm/music/boodahki
Tor,7484116,604585,https://www.last.fm/music/Pete+Yorn
KAI WHISTON,2098154,173252,https://www.last.fm/music/The+Chain+Gang+of+1974
Twin Tribes,1609215,106223,https://www.last.fm/music/Noah
Jean-Philippe Rameau,438774,62507,https://www.last.fm/music/Anthony+Keyrouz
Mr Little Jeans,1531713,124994,https://www.last.fm/music/Yotto
Lofty,4537173,236401,https://www.last.fm/music/Busdriver
Quarteto Em Cy,734915,51056,https://www.last.fm/music/Omoinotake
Lea Michele,612507,46980,https://www.last.fm/music/abbot
Cidergirl,282808,21918,https://www.last.fm/music/RTB+MB
Kaleida,12824134,476597,https://www.last.fm/music/Seeed
Dokken,2162200,200846,https://www.last.fm/music/This+Is+the+Kit
Vitroles,2885279,313500,https://www.last.fm/music/Mikky+Ekko
Little Barrie,1337293,199122,https://www.last.fm/music/Andra+Day
Союз,858744,58004,https://www.last.fm/music/Medusa
Ill Niño,555953,70970,https://www.last.fm/music/Dr.+Fresch
Strapping Young Lad,861393,87080,https://www.last.fm/music/Ela+Minus
Maglore,1220995,86872,https://www.last.fm/music/Prep
Blaze Foley,1031872,50482,https://www.last.fm/music/beret
Belinda,824472,83252,https://www.last.fm/music/Sam+Gendel
Mineral,4680868,296484,https://www.last.fm/music/Pat+Metheny+Group
Sentino,13315926,188053,https://www.last.fm/music/Casper
Увула,9593264,291785,https://www.last.fm/music/If+These+Trees+Could+Talk
Daniel Bedingfield,287566,57669,https://www.last.fm/music/Lawrence+Walther
Five,1226376,58293,https://www.last.fm/music/Simon+Dominic
Daniel Rossen,497145,65802,https://www.last.fm/music/PJ+Harding
jonah kagen,348377,91614,https://www.last.fm/music/squeeda
Sonikku,6061696,453411,https://www.last.fm/music/Vetiver
Geskle,1157683,102911,https://www.last.fm/music/Roberta+Campos
Harold Melvin & The Blue Notes,5141673,257231,https://www.last.fm/music/Kiasmos
MedaSin,1057894,59687,https://www.last.fm/music/PRXJEK
Jackboy,423350,50546,https://www.last.fm/music/The+Ivy
Wild Beasts,11827032,379953,https://www.last.fm/music/C%C5%93ur+de+Pirate
Claire Laffut,928781,89266,https://www.last.fm/music/Julian+Lage
Rachika Nayar,25187108,940188,https://www.last.fm/music/Architecture+in+Helsinki
sincewhen,850965,63052,https://www.last.fm/music/Kawe
Sidepiece,2549710,117347,https://www.last.fm/music/Daniel+Pemberton
Charlotte Cardin,1542344,87829,https://www.last.fm/music/Clara+Luciani
Dutchavelli,1568650,217903,https://www.last.fm/music/Donna+Lewis
NatuREM,534132,71297,https://www.last.fm/music/Peter+Gregson
Trio Del Norte,388826,59572,https://www.last.fm/music/Nasaya
Julión Álvarez Y Su Norteño Banda,2402945,83918,https://www.last.fm/music/Old+Gray
Prelow,1559932,318738,https://www.last.fm/music/The+Five+Stairsteps
poutyface,2826312,73182,https://www.last.fm/music/Fallujah
David Sylvian,1569333,167865,https://www.last.fm/music/Illa+J
The Vandals,1223876,109363,https://www.last.fm/music/J+Alvarez
Hungria Hip Hop,3077808,491004,https://www.last.fm/music/The+Crystals
Faun,4120001,135693,https://www.last.fm/music/Austin+Wintory
Hildur Guðnadóttir,562152,33909,https://www.last.fm/music/Kaleb+Di+Masi
Streaming Music Studios,591083,39525,https://www.last.fm/music/Jorge+Mautner
EAJ,789372,63131,https://www.last.fm/music/Rachel+Bay+Jones
Cindy,1329837,91670,https://www.last.fm/music/LAKEY+INSPIRED
The Brazen Youth,518779,85748,https://www.last.fm/music/Sofia+Kourtesis
Pascal Letoublon,75634,15653,https://www.last.fm/music/Os+Quebradeiras
Blondshell,1489338,84309,https://www.last.fm/music/Shawn+James
Paleface,1130024,91810,https://www.last.fm/music/Dizzy
Limahl,12527987,158909,https://www.last.fm/music/Rome
Steel Panther,11671516,441956,https://www.last.fm/music/Monster+Magnet
Kate Ryan,1346646,71295,https://www.last.fm/music/OutroEu
Citizen Soldier,251163,33701,https://www.last.fm/music/WacoTron
Mason,2369247,204451,https://www.last.fm/music/Rostam
Chubby Checker,1886309,48904,https://www.last.fm/music/Naps
TWENTY88,659579,53251,https://www.last.fm/music/lollia
zdechły osa,3141259,146270,https://www.last.fm/music/Ludo
Ryokuoushoku Shakai,1239879,20686,https://www.last.fm/music/Belmondawg
Amaia,3353237,180341,https://www.last.fm/music/Bass+Drum+of+Death
Andrew Rannells,2149438,127241,https://www.last.fm/music/Crywolf
Barney Artist,211312,35330,https://www.last.fm/music/Katsu+Hoshi
Like Moths to Flames,251151,62169,https://www.last.fm/music/Alt%C3%A9go
Peter Tosh,3633032,222632,https://www.last.fm/music/The+Feelies
Cal Scruby,994233,61461,https://www.last.fm/music/Prateek+Kuhad
Bert Jansch,823979,89199,https://www.last.fm/music/Eliza
Philip George,919393,86113,https://www.last.fm/music/Royal+Deluxe
Caloncho,13070251,479779,https://www.last.fm/music/The+Bouncing+Souls
Dímelo Flow,7397274,402373,https://www.last.fm/music/Steve+Reich
3Teeth,2807564,156316,https://www.last.fm/music/Damu+The+Fudgemunk
Blind Pilot,3059627,350276,https://www.last.fm/music/Dick+Dale
Nicholas Hooper,100164,12947,https://www.last.fm/music/6ac0b
Stephen Day,71316,12232,https://www.last.fm/music/Selton+DJ
CSR,5532161,331718,https://www.last.fm/music/Little+Brother
The Marvelettes,871119,43540,https://www.last.fm/music/Heroes+Del+Silencio
Edwin Starr,1262743,40478,https://www.last.fm/music/Parokya+Ni+Edgar
Chalino Sanchez,151946,39461,https://www.last.fm/music/flowerovlove
"Defiance, Ohio",6343776,296442,https://www.last.fm/music/Chad+VanGaalen
RENNAN DA PENHA,266748,59187,https://www.last.fm/music/juniorodeo
Pretty Lights,463477,50334,https://www.last.fm/music/Dj+Rell
sammy rash,3172022,257721,https://www.last.fm/music/Love+And+Rockets
