name,duration,playcount,listeners,mbid,url,artist
Chamber of Reflection,0,19327275,863265,,https://www.last.fm/music/Olivia+Rodrigo/_/good+4+u,"{'name': 'Olivia Rodrigo', 'mbid': '', 'url': 'https://www.last.fm/music/Olivia+Rodrigo'}"
Running Up That Hill (A Deal With God),221,19539017,2116964,5660558a-bfa7-416f-99d9-a34ca0a34515,https://www.last.fm/music/Gorillaz/_/Feel+Good+Inc.,"{'name': 'Gorillaz', 'mbid': 'e21857d5-3256-4547-afb3-4b6ded592596', 'url': 'https://www.last.fm/music/Gorillaz'}"
Matilda,264,15232565,1238862,0eee53f9-7959-4ce4-89bb-a0a473408089,https://www.last.fm/music/Lana+Del+Rey/_/Summertime+Sadness,"{'name': 'Lana Del Rey', 'mbid': 'b7539c32-53e7-4908-bda3-81449c367da6', 'url': 'https://www.last.fm/music/Lana+Del+Rey'}"
EXILE (feat. Bon Iver),0,11177981,728772,,https://www.last.fm/music/Doja+Cat/_/Woman,"{'name': 'Doja Cat', 'mbid': '5df62a88-cac9-490a-b62c-c7c88f4020f4', 'url': 'https://www.last.fm/music/Doja+Cat'}"
INDUSTRY BABY (feat. Jack Harlow),0,4056101,277174,,https://www.last.fm/music/Beyonc%C3%A9/_/ALIEN+SUPERSTAR,"{'name': 'Beyoncé', 'mbid': '859d0860-d480-4efd-970c-c05d5f1776b8', 'url': 'https://www.last.fm/music/Beyonc%C3%A9'}"
R U Mine?,0,11655582,756828,,https://www.last.fm/music/Glass+Animals/_/Heat+Waves,"{'name': 'Glass Animals', 'mbid': '20395131-fbde-43ce-b141-b700cfdae99c', 'url': 'https://www.last.fm/music/Glass+Animals'}"
I Love You So,0,6380405,551848,,https://www.last.fm/music/Childish+Gambino/_/Me+and+Your+Mama,"{'name': 'Childish Gambino', 'mbid': '7fb57fba-a6ef-44c2-abab-2fa3bdee607e', 'url': 'https://www.last.fm/music/Childish+Gambino'}"
Violent Crimes,0,9884147,719763,,https://www.last.fm/music/The+Neighbourhood/_/Daddy+Issues,"{'name': 'The Neighbourhood', 'mbid': '97b8d224-5660-419c-8dff-4b3bf0c33983', 'url': 'https://www.last.fm/music/The+Neighbourhood'}"
self control,243,8833834,836169,b3a7eae7-1515-45ae-8ca1-ee05544e8965,https://www.last.fm/music/Kanye+West/_/I+Wonder,"{'name': 'Kanye West', 'mbid': '164f0d73-1234-4e2c-8743-d77bf2191051', 'url': 'https://www.last.fm/music/Kanye+West'}"
Typa Girl,0,3828275,183958,,https://www.last.fm/music/NewJeans/_/Attention,"{'name': 'NewJeans', 'mbid': '', 'url': 'https://www.last.fm/music/NewJeans'}"
Little Dark Age,0,4903481,363785,,https://www.last.fm/music/Beyonc%C3%A9/_/Break+My+Soul,"{'name': 'Beyoncé', 'mbid': '859d0860-d480-4efd-970c-c05d5f1776b8', 'url': 'https://www.last.fm/music/Beyonc%C3%A9'}"
Sofia,0,3300723,301766,,https://www.last.fm/music/Drake/_/Jimmy+Cooks+(feat.+21+Savage),"{'name': 'Drake', 'mbid': 'b49b81cc-d5b7-4bdd-aadb-385df8de69a6', 'url': 'https://www.last.fm/music/Drake'}"
Ribs,0,15377729,832608,,https://www.last.fm/music/Doja+Cat/_/Kiss+Me+More+(feat.+SZA),"{'name': 'Doja Cat', 'mbid': '5df62a88-cac9-490a-b62c-c7c88f4020f4', 'url': 'https://www.last.fm/music/Doja+Cat'}"
mY tEArS rICOchEt,323,16283837,1721678,009f7e7b-5ecf-4cef-a2c1-0f0c736e807e,https://www.last.fm/music/Foo+Fighters/_/Everlong,"{'name': 'Foo Fighters', 'mbid': '67f66c07-6e61-4026-ade5-7e782fad3a5d', 'url': 'https://www.last.fm/music/Foo+Fighters'}"
Evergreen (You Didn’t Deserve Me At All),224,28607435,2567814,37d516ab-d61f-4bcb-9316-7a0b3eb845a8,https://www.last.fm/music/The+Killers/_/Mr.+Brightside,"{'name': 'The Killers', 'mbid': '95e1ead9-4d31-4808-a7ac-32c3614c116b', 'url': 'https://www.last.fm/music/The+Killers'}"
Die Hard,0,13956241,686228,,https://www.last.fm/music/Olivia+Rodrigo/_/deja+vu,"{'name': 'Olivia Rodrigo', 'mbid': '', 'url': 'https://www.last.fm/music/Olivia+Rodrigo'}"
"GONE, GONE / THANK YOU",0,1128617,160492,,https://www.last.fm/music/David+Guetta/_/I%27m+Good+(Blue),"{'name': 'David Guetta', 'mbid': '302bd7b9-d012-4360-897a-93b00c855680', 'url': 'https://www.last.fm/music/David+Guetta'}"
love dive,0,10332583,974063,,https://www.last.fm/music/The+Weeknd/_/The+Hills,"{'name': 'The Weeknd', 'mbid': 'c8b03190-306c-4120-bb0b-6f2ebfc06ea9', 'url': 'https://www.last.fm/music/The+Weeknd'}"
Chanel,0,8941210,768687,,https://www.last.fm/music/Kendrick+Lamar/_/Alright,"{'name': 'Kendrick Lamar', 'mbid': '381086ea-f511-4aba-bdf9-71c753dc5077', 'url': 'https://www.last.fm/music/Kendrick+Lamar'}"
I Was Never There,267,18389053,2123679,8b5bf478-22f8-4902-a1c1-0db82261db58,https://www.last.fm/music/Coldplay/_/Yellow,"{'name': 'Coldplay', 'mbid': 'cc197bad-dc9c-440d-a5b5-d52ba2e14234', 'url': 'https://www.last.fm/music/Coldplay'}"
Softcore,0,7404145,625572,,https://www.last.fm/music/Kendrick+Lamar/_/PRIDE.,"{'name': 'Kendrick Lamar', 'mbid': '381086ea-f511-4aba-bdf9-71c753dc5077', 'url': 'https://www.last.fm/music/Kendrick+Lamar'}"
Stay (with Justin Bieber),0,6983308,550755,,"https://www.last.fm/music/Tyler,+the+Creator/_/Are+We+Still+Friends%3F","{'name': 'Tyler, the Creator', 'mbid': 'f6beac20-5dfe-4d1f-ae02-0b0a740aafd6', 'url': 'https://www.last.fm/music/Tyler,+the+Creator'}"
Left and Right (feat. Jung Kook of BTS),0,10656792,620088,,https://www.last.fm/music/Frank+Ocean/_/White+Ferrari,"{'name': 'Frank Ocean', 'mbid': 'e520459c-dff4-491d-a6e4-c97be35e0044', 'url': 'https://www.last.fm/music/Frank+Ocean'}"
The Adults Are Talking,0,8712529,543656,,https://www.last.fm/music/Phoebe+Bridgers/_/Motion+Sickness,"{'name': 'Phoebe Bridgers', 'mbid': '', 'url': 'https://www.last.fm/music/Phoebe+Bridgers'}"
Runaway,292,7791518,653113,f47d2a02-51cd-409c-9d57-759fc45000d1,https://www.last.fm/music/J.+Cole/_/No+Role+Modelz,"{'name': 'J. Cole', 'mbid': '875203e1-8e58-4b86-8dcb-7190faf411c5', 'url': 'https://www.last.fm/music/J.+Cole'}"
thE 1,0,9634666,526963,,https://www.last.fm/music/Taylor+Swift/_/Lover,"{'name': 'Taylor Swift', 'mbid': '20244d07-534f-4eff-b4d4-930878889970', 'url': 'https://www.last.fm/music/Taylor+Swift'}"
Passionfruit,0,8560811,459746,,https://www.last.fm/music/Playboi+Carti/_/Sky,"{'name': 'Playboi Carti', 'mbid': '', 'url': 'https://www.last.fm/music/Playboi+Carti'}"
traitor,0,8892084,611585,,https://www.last.fm/music/Lana+Del+Rey/_/Doin%27+Time,"{'name': 'Lana Del Rey', 'mbid': 'b7539c32-53e7-4908-bda3-81449c367da6', 'url': 'https://www.last.fm/music/Lana+Del+Rey'}"
drivers license,0,4119081,158358,,https://www.last.fm/music/NewJeans/_/hype+boy,"{'name': 'NewJeans', 'mbid': '', 'url': 'https://www.last.fm/music/NewJeans'}"
WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign),0,9830036,419010,,https://www.last.fm/music/Taylor+Swift/_/champagne+problems,"{'name': 'Taylor Swift', 'mbid': '20244d07-534f-4eff-b4d4-930878889970', 'url': 'https://www.last.fm/music/Taylor+Swift'}"
About Damn Time,0,5985198,531156,,https://www.last.fm/music/The+Smiths/_/There+Is+a+Light+That+Never+Goes+Out+-+2011+Remaster,"{'name': 'The Smiths', 'mbid': '40f5d9e4-2de7-4f2d-ad41-e31a9a9fea27', 'url': 'https://www.last.fm/music/The+Smiths'}"
Cigarette Daydreams,0,10800060,953131,,https://www.last.fm/music/Kendrick+Lamar/_/HUMBLE.,"{'name': 'Kendrick Lamar', 'mbid': '381086ea-f511-4aba-bdf9-71c753dc5077', 'url': 'https://www.last.fm/music/Kendrick+Lamar'}"
Fluorescent Adolescent,211,16142237,1478465,26bc1124-b228-401e-8f38-5cea1625d8c2,https://www.last.fm/music/Paramore/_/Misery+Business,"{'name': 'Paramore', 'mbid': '728ea90d-279b-4201-a8c4-597830883150', 'url': 'https://www.last.fm/music/Paramore'}"
Thinkin Bout You,301,22757447,2689827,0ebe2d92-a11d-4b2b-9922-806383074ed7,https://www.last.fm/music/Nirvana/_/Smells+Like+Teen+Spirit,"{'name': 'Nirvana', 'mbid': '9282c8b4-ca0b-4c6b-b7e3-4f7762dfc4d6', 'url': 'https://www.last.fm/music/Nirvana'}"
Duvet,173,8359985,662658,3569411e-6393-4474-8ed7-c7f08dfec8a8,https://www.last.fm/music/Kanye+West/_/Devil+In+A+New+Dress,"{'name': 'Kanye West', 'mbid': '164f0d73-1234-4e2c-8743-d77bf2191051', 'url': 'https://www.last.fm/music/Kanye+West'}"
tHIS iS mE TRyiNg,0,821203,116443,,https://www.last.fm/music/Lil+Yachty/_/Poland,"{'name': 'Lil Yachty', 'mbid': '', 'url': 'https://www.last.fm/music/Lil+Yachty'}"
C U Girl,0,5144931,548478,,https://www.last.fm/music/Jay-Z/_/Ni%2A%2Aas+In+Paris,"{'name': 'Jay-Z', 'mbid': 'f82bcf78-5b69-4622-a5ef-73800768d9ac', 'url': 'https://www.last.fm/music/Jay-Z'}"
90210 (feat. Kacy Hill),0,1948469,240765,,https://www.last.fm/music/OneRepublic/_/I+Ain%27t+Worried,"{'name': 'OneRepublic', 'mbid': 'c33c2065-b1c3-4406-b066-d33a9e2ea71a', 'url': 'https://www.last.fm/music/OneRepublic'}"
Not Allowed,0,3162971,254508,,https://www.last.fm/music/Ghost/_/Mary+On+A+Cross,"{'name': 'Ghost', 'mbid': 'ed81302a-c095-4f0d-a243-ec362956fee7', 'url': 'https://www.last.fm/music/Ghost'}"
West Coast,0,4456348,404537,,https://www.last.fm/music/The+Smiths/_/Heaven+Knows+I%27m+Miserable+Now+-+2011+Remaster,"{'name': 'The Smiths', 'mbid': '40f5d9e4-2de7-4f2d-ad41-e31a9a9fea27', 'url': 'https://www.last.fm/music/The+Smiths'}"
Getaway Car,278,8111223,484645,0fccbc82-2cdc-42b6-a403-1d134f06fb78,https://www.last.fm/music/Mitski/_/First+Love+%2F+Late+Spring,"{'name': 'Mitski', 'mbid': 'fa58cf24-0e44-421d-8519-8bf461dcfaa5', 'url': 'https://www.last.fm/music/Mitski'}"
Wildest Dreams (Taylor's Version),0,8643401,409542,,https://www.last.fm/music/Taylor+Swift/_/mIRrORbaLl,"{'name': 'Taylor Swift', 'mbid': '20244d07-534f-4eff-b4d4-930878889970', 'url': 'https://www.last.fm/music/Taylor+Swift'}"
Norman Fucking Rockwell,0,7028179,643688,,https://www.last.fm/music/The+Weeknd/_/Call+Out+My+Name,"{'name': 'The Weeknd', 'mbid': 'c8b03190-306c-4120-bb0b-6f2ebfc06ea9', 'url': 'https://www.last.fm/music/The+Weeknd'}"
This Charming Man - 2011 Remaster,0,2839155,226405,,https://www.last.fm/music/Rosal%C3%ADa/_/DESPECH%C3%81,"{'name': 'Rosalía', 'mbid': 'ac0ee862-a6ca-4d39-a7a4-d8460534ba30', 'url': 'https://www.last.fm/music/Rosal%C3%ADa'}"
Gangsta's Paradise,349,8418454,680909,5a314ddb-6b87-4cec-97ff-6974f1b3367f,https://www.last.fm/music/Lana+Del+Rey/_/Brooklyn+Baby,"{'name': 'Lana Del Rey', 'mbid': 'b7539c32-53e7-4908-bda3-81449c367da6', 'url': 'https://www.last.fm/music/Lana+Del+Rey'}"
Some,0,9007711,513732,,https://www.last.fm/music/Kanye+West/_/Ghost+Town,"{'name': 'Kanye West', 'mbid': '164f0d73-1234-4e2c-8743-d77bf2191051', 'url': 'https://www.last.fm/music/Kanye+West'}"
Still into You,0,764149,112866,,https://www.last.fm/music/Lil+Nas+X/_/STAR+WALKIN%27+(League+of+Legends+Worlds+Anthem),"{'name': 'Lil Nas X', 'mbid': '', 'url': 'https://www.last.fm/music/Lil+Nas+X'}"
Video Games,269,9791351,1083925,d99ffc1f-9819-4db1-8677-b13e298bd425,https://www.last.fm/music/Coldplay/_/Sparks,"{'name': 'Coldplay', 'mbid': 'cc197bad-dc9c-440d-a5b5-d52ba2e14234', 'url': 'https://www.last.fm/music/Coldplay'}"
Show Me How,0,3326140,156728,,https://www.last.fm/music/TWICE/_/Talk+that+Talk,"{'name': 'TWICE', 'mbid': 'd594ff3d-d3ca-4d2e-bb6a-a7dada9af0c5', 'url': 'https://www.last.fm/music/TWICE'}"
LOVE. FEAT. ZACARI.,0,11858194,681921,,https://www.last.fm/music/Doja+Cat/_/Need+To+Know,"{'name': 'Doja Cat', 'mbid': '5df62a88-cac9-490a-b62c-c7c88f4020f4', 'url': 'https://www.last.fm/music/Doja+Cat'}"
Come as You Are,231,8027234,695459,d8721fd8-6f1c-4c6e-8b0e-52e9b88169fc,https://www.last.fm/music/Mac+DeMarco/_/Chamber+of+Reflection,"{'name': 'Mac DeMarco', 'mbid': 'f2492c31-54a8-4347-a1fc-f81f72873bbf', 'url': 'https://www.last.fm/music/Mac+DeMarco'}"
Nobody,303,9054554,943568,4b7f79d3-ff7d-4edf-8788-6012c0e8b718,https://www.last.fm/music/Kate+Bush/_/Running+Up+That+Hill+(A+Deal+With+God),"{'name': 'Kate Bush', 'mbid': '4b585938-f271-45e2-b19a-91c634b5e396', 'url': 'https://www.last.fm/music/Kate+Bush'}"
"After The Storm (feat. Tyler, The Creator & Bootsy Collins)",0,4752287,370753,,https://www.last.fm/music/Harry+Styles/_/Matilda,"{'name': 'Harry Styles', 'mbid': '', 'url': 'https://www.last.fm/music/Harry+Styles'}"
In My Room,0,10264088,506921,,https://www.last.fm/music/Taylor+Swift/_/EXILE+(feat.+Bon+Iver),"{'name': 'Taylor Swift', 'mbid': '20244d07-534f-4eff-b4d4-930878889970', 'url': 'https://www.last.fm/music/Taylor+Swift'}"
Francis Forever,0,11189961,749479,,https://www.last.fm/music/Lil+Nas+X/_/INDUSTRY+BABY+(feat.+Jack+Harlow),"{'name': 'Lil Nas X', 'mbid': '', 'url': 'https://www.last.fm/music/Lil+Nas+X'}"
willow,200,15664967,1197144,64745b72-5bc8-43a9-a2a3-0d20afd42d5d,https://www.last.fm/music/Arctic+Monkeys/_/R+U+Mine%3F,"{'name': 'Arctic Monkeys', 'mbid': 'ada7a83c-e3e1-40f1-93f9-3e73dbc9298a', 'url': 'https://www.last.fm/music/Arctic+Monkeys'}"
Stronger,160,7239798,548411,,https://www.last.fm/music/The+walters/_/I+Love+You+So,"{'name': 'The walters', 'mbid': '', 'url': 'https://www.last.fm/music/The+walters'}"
Eventually,0,6721072,478701,,https://www.last.fm/music/Kanye+West/_/Violent+Crimes,"{'name': 'Kanye West', 'mbid': '164f0d73-1234-4e2c-8743-d77bf2191051', 'url': 'https://www.last.fm/music/Kanye+West'}"
Tití Me Preguntó,0,11333903,597035,,https://www.last.fm/music/Frank+Ocean/_/self+control,"{'name': 'Frank Ocean', 'mbid': 'e520459c-dff4-491d-a6e4-c97be35e0044', 'url': 'https://www.last.fm/music/Frank+Ocean'}"
Paper Rings,0,2304970,135243,,https://www.last.fm/music/BLACKPINK/_/Typa+Girl,"{'name': 'BLACKPINK', 'mbid': '', 'url': 'https://www.last.fm/music/BLACKPINK'}"
Wait a Minute!,0,8113607,644323,,https://www.last.fm/music/MGMT/_/Little+Dark+Age,"{'name': 'MGMT', 'mbid': 'c485632c-b784-4ee9-8ea1-c5fb365681fc', 'url': 'https://www.last.fm/music/MGMT'}"
September,0,8090446,615068,,https://www.last.fm/music/Clairo/_/Sofia,"{'name': 'Clairo', 'mbid': '', 'url': 'https://www.last.fm/music/Clairo'}"
Bags,258,11462751,832155,808e54ee-0ab6-48b8-8297-61e8016b8b5c,https://www.last.fm/music/Lorde/_/Ribs,"{'name': 'Lorde', 'mbid': '8e494408-8620-4c6a-82c2-c2ca4a1e4f12', 'url': 'https://www.last.fm/music/Lorde'}"
3005,0,8930229,419309,,https://www.last.fm/music/Taylor+Swift/_/mY+tEArS+rICOchEt,"{'name': 'Taylor Swift', 'mbid': '20244d07-534f-4eff-b4d4-930878889970', 'url': 'https://www.last.fm/music/Taylor+Swift'}"
Fade Into You,0,695463,110614,,https://www.last.fm/music/omar+apollo/_/Evergreen+(You+Didn%E2%80%99t+Deserve+Me+At+All),"{'name': 'omar apollo', 'mbid': '', 'url': 'https://www.last.fm/music/omar+apollo'}"
My Kind of Woman,0,3982282,438107,,https://www.last.fm/music/Kendrick+Lamar/_/Die+Hard,"{'name': 'Kendrick Lamar', 'mbid': '381086ea-f511-4aba-bdf9-71c753dc5077', 'url': 'https://www.last.fm/music/Kendrick+Lamar'}"
Satellite,0,7769729,577409,,"https://www.last.fm/music/Tyler,+the+Creator/_/GONE,+GONE+%2F+THANK+YOU","{'name': 'Tyler, the Creator', 'mbid': 'f6beac20-5dfe-4d1f-ae02-0b0a740aafd6', 'url': 'https://www.last.fm/music/Tyler,+the+Creator'}"
Novacane,0,7385304,203191,,https://www.last.fm/music/Ive/_/love+dive,"{'name': 'Ive', 'mbid': '', 'url': 'https://www.last.fm/music/Ive'}"
Vegas (From the Original Motion Picture Soundtrack ELVIS),0,9947271,687092,,https://www.last.fm/music/Frank+Ocean/_/Chanel,"{'name': 'Frank Ocean', 'mbid': 'e520459c-dff4-491d-a6e4-c97be35e0044', 'url': 'https://www.last.fm/music/Frank+Ocean'}"
HONEST,0,3590566,350953,,https://www.last.fm/music/The+Weeknd/_/I+Was+Never+There,"{'name': 'The Weeknd', 'mbid': 'c8b03190-306c-4120-bb0b-6f2ebfc06ea9', 'url': 'https://www.last.fm/music/The+Weeknd'}"
"New Person, Same Old Mistakes",0,5909754,413945,,https://www.last.fm/music/The+Neighbourhood/_/Softcore,"{'name': 'The Neighbourhood', 'mbid': '97b8d224-5660-419c-8dff-4b3bf0c33983', 'url': 'https://www.last.fm/music/The+Neighbourhood'}"
BEST INTEREST,0,11029791,652744,,https://www.last.fm/music/The+Kid+LAROI/_/Stay+(with+Justin+Bieber),"{'name': 'The Kid LAROI', 'mbid': '', 'url': 'https://www.last.fm/music/The+Kid+LAROI'}"
Freaks,0,19641716,234376,,https://www.last.fm/music/Charlie+Puth/_/Left+and+Right+(feat.+Jung+Kook+of+BTS),"{'name': 'Charlie Puth', 'mbid': '525f1f1c-03f0-4bc8-8dfd-e7521f87631b', 'url': 'https://www.last.fm/music/Charlie+Puth'}"
"jealousy, jealousy",0,7071149,529239,,https://www.last.fm/music/The+Strokes/_/The+Adults+Are+Talking,"{'name': 'The Strokes', 'mbid': 'f181961b-20f7-459e-89de-920ef03c7ed0', 'url': 'https://www.last.fm/music/The+Strokes'}"
All Falls Down,0,8297297,719724,,https://www.last.fm/music/Kanye+West/_/Runaway,"{'name': 'Kanye West', 'mbid': '164f0d73-1234-4e2c-8743-d77bf2191051', 'url': 'https://www.last.fm/music/Kanye+West'}"
Father Time (feat. Sampha),0,9658090,463290,,https://www.last.fm/music/Taylor+Swift/_/thE+1,"{'name': 'Taylor Swift', 'mbid': '20244d07-534f-4eff-b4d4-930878889970', 'url': 'https://www.last.fm/music/Taylor+Swift'}"
You Right,0,8287186,648172,,https://www.last.fm/music/Drake/_/Passionfruit,"{'name': 'Drake', 'mbid': 'b49b81cc-d5b7-4bdd-aadb-385df8de69a6', 'url': 'https://www.last.fm/music/Drake'}"
Me Porto Bonito,0,10797140,620647,,https://www.last.fm/music/Olivia+Rodrigo/_/traitor,"{'name': 'Olivia Rodrigo', 'mbid': '', 'url': 'https://www.last.fm/music/Olivia+Rodrigo'}"
All The Stars (with SZA),0,15587341,751079,,https://www.last.fm/music/Olivia+Rodrigo/_/drivers+license,"{'name': 'Olivia Rodrigo', 'mbid': '', 'url': 'https://www.last.fm/music/Olivia+Rodrigo'}"
"Sex, Drugs, Etc.",0,7266496,518505,,"https://www.last.fm/music/Tyler,+the+Creator/_/WUSYANAME+(feat.+Youngboy+Never+Broke+Again+&+Ty+Dolla+$ign)","{'name': 'Tyler, the Creator', 'mbid': 'f6beac20-5dfe-4d1f-ae02-0b0a740aafd6', 'url': 'https://www.last.fm/music/Tyler,+the+Creator'}"
DNA.,0,3416995,392820,,https://www.last.fm/music/Lizzo/_/About+Damn+Time,"{'name': 'Lizzo', 'mbid': '50d06c43-5392-4393-ba2d-f091d8167227', 'url': 'https://www.last.fm/music/Lizzo'}"
Heather,207,7694885,712378,34c6765e-a256-4cff-95c7-3150a288f447,https://www.last.fm/music/Cage+the+Elephant/_/Cigarette+Daydreams,"{'name': 'Cage the Elephant', 'mbid': 'b41b38d4-ef3e-4f37-8c75-cfe9af999696', 'url': 'https://www.last.fm/music/Cage+the+Elephant'}"
After Dark,182,16007129,1434558,fa2fa7b2-6e64-4d17-ba30-bf1027b690d1,https://www.last.fm/music/Arctic+Monkeys/_/Fluorescent+Adolescent,"{'name': 'Arctic Monkeys', 'mbid': 'ada7a83c-e3e1-40f1-93f9-3e73dbc9298a', 'url': 'https://www.last.fm/music/Arctic+Monkeys'}"
telepatía,203,12299950,1065831,a3dc556d-4250-4e8f-a9d7-c26ddb876e0a,https://www.last.fm/music/Frank+Ocean/_/Thinkin+Bout+You,"{'name': 'Frank Ocean', 'mbid': 'e520459c-dff4-491d-a6e4-c97be35e0044', 'url': 'https://www.last.fm/music/Frank+Ocean'}"
Under The Influence,203,6005506,402242,f4d36326-da1b-4b43-af19-7113c2adb92d,https://www.last.fm/music/b%C3%B4a/_/Duvet,"{'name': 'bôa', 'mbid': 'ca1dcba2-792c-4550-abf2-7b45396e81ca', 'url': 'https://www.last.fm/music/b%C3%B4a'}"
Another Love,0,8550557,391705,,https://www.last.fm/music/Taylor+Swift/_/tHIS+iS+mE+TRyiNg,"{'name': 'Taylor Swift', 'mbid': '20244d07-534f-4eff-b4d4-930878889970', 'url': 'https://www.last.fm/music/Taylor+Swift'}"
Where Is My Mind? - Remastered,0,4887989,440731,,https://www.last.fm/music/Steve+Lacy/_/C+U+Girl,"{'name': 'Steve Lacy', 'mbid': 'ca9766a0-1c30-43e6-a213-bac1334efc4a', 'url': 'https://www.last.fm/music/Steve+Lacy'}"
I Like You (A Happier Song) (with Doja Cat),0,6142310,363577,,https://www.last.fm/music/Travis+Scott/_/90210+(feat.+Kacy+Hill),"{'name': 'Travis Scott', 'mbid': 'e4a51f17-a57b-47b1-b37b-f552d0f8e9e6', 'url': 'https://www.last.fm/music/Travis+Scott'}"
Dreams - 2004 Remaster,0,6147276,372219,,https://www.last.fm/music/TV+Girl/_/Not+Allowed,"{'name': 'TV Girl', 'mbid': '38f0c7ac-46eb-49ca-b3ab-c785ccd05a60', 'url': 'https://www.last.fm/music/TV+Girl'}"
K.,260,9786460,686650,8e6805ac-3ac8-419f-bafb-1b1b822e3ec8,https://www.last.fm/music/Lana+Del+Rey/_/West+Coast,"{'name': 'Lana Del Rey', 'mbid': 'b7539c32-53e7-4908-bda3-81449c367da6', 'url': 'https://www.last.fm/music/Lana+Del+Rey'}"
Montero (Call Me By Your Name),0,8084517,379663,,https://www.last.fm/music/Taylor+Swift/_/Getaway+Car,"{'name': 'Taylor Swift', 'mbid': '20244d07-534f-4eff-b4d4-930878889970', 'url': 'https://www.last.fm/music/Taylor+Swift'}"
Enchanted,0,6846025,433192,,https://www.last.fm/music/Taylor+Swift/_/Wildest+Dreams+(Taylor%27s+Version),"{'name': 'Taylor Swift', 'mbid': '20244d07-534f-4eff-b4d4-930878889970', 'url': 'https://www.last.fm/music/Taylor+Swift'}"
Rapp Snitch Knishes feat. Mr. Fantastik,0,6332767,479406,,https://www.last.fm/music/Lana+Del+Rey/_/Norman+Fucking+Rockwell,"{'name': 'Lana Del Rey', 'mbid': 'b7539c32-53e7-4908-bda3-81449c367da6', 'url': 'https://www.last.fm/music/Lana+Del+Rey'}"
Toxic,0,5542436,503420,,https://www.last.fm/music/The+Smiths/_/This+Charming+Man+-+2011+Remaster,"{'name': 'The Smiths', 'mbid': '40f5d9e4-2de7-4f2d-ad41-e31a9a9fea27', 'url': 'https://www.last.fm/music/The+Smiths'}"
Shoota (feat. Lil Uzi Vert),243,6399886,1069955,2f7a6735-2e09-4ce2-81e4-b148e6c39a55,https://www.last.fm/music/Coolio/_/Gangsta%27s+Paradise,"{'name': 'Coolio', 'mbid': 'cc30e630-8c75-4d78-b205-8e2edc6bdaa7', 'url': 'https://www.last.fm/music/Coolio'}"
Out Of Time,0,4293650,395883,,https://www.last.fm/music/Steve+Lacy/_/Some,"{'name': 'Steve Lacy', 'mbid': 'ca9766a0-1c30-43e6-a213-bac1334efc4a', 'url': 'https://www.last.fm/music/Steve+Lacy'}"
Viva la Vida,216,8478600,778834,e05db1d3-52c4-4228-90b2-31b271933c29,https://www.last.fm/music/Paramore/_/Still+into+You,"{'name': 'Paramore', 'mbid': '728ea90d-279b-4201-a8c4-597830883150', 'url': 'https://www.last.fm/music/Paramore'}"
favorite crime,243,14046787,1209371,b9d06b81-b582-46d4-ad41-be47a6961892,https://www.last.fm/music/Lana+Del+Rey/_/Video+Games,"{'name': 'Lana Del Rey', 'mbid': 'b7539c32-53e7-4908-bda3-81449c367da6', 'url': 'https://www.last.fm/music/Lana+Del+Rey'}"
SUNSETZ,0,4840988,445522,,https://www.last.fm/music/Men+I+Trust/_/Show+Me+How,"{'name': 'Men I Trust', 'mbid': '', 'url': 'https://www.last.fm/music/Men+I+Trust'}"
20 Min,0,7075865,640874,,https://www.last.fm/music/Kendrick+Lamar/_/LOVE.+FEAT.+ZACARI.,"{'name': 'Kendrick Lamar', 'mbid': '381086ea-f511-4aba-bdf9-71c753dc5077', 'url': 'https://www.last.fm/music/Kendrick+Lamar'}"
Music for a sushi restaurant,208,19286314,2342148,e05035a3-14ac-4f88-a160-0a144530004e,https://www.last.fm/music/Nirvana/_/Come+as+You+Are,"{'name': 'Nirvana', 'mbid': '9282c8b4-ca0b-4c6b-b7e3-4f7762dfc4d6', 'url': 'https://www.last.fm/music/Nirvana'}"
