name,duration,playcount,listeners,mbid,url,artist
Last Words of a Shooting Star,0,201456,58007,,https://www.last.fm/music/Freddie+Gibbs/_/Too+Much+(feat.+Moneybagg+Yo),"{'name': 'Freddie Gibbs', 'mbid': '21645c31-fe1c-45a4-955c-3e172b12c3f9', 'url': 'https://www.last.fm/music/Freddie+Gibbs'}"
Halley's Comet,0,4655217,367362,,https://www.last.fm/music/Billie+Eilish/_/NDA,"{'name': 'Billie Eilish', 'mbid': '', 'url': 'https://www.last.fm/music/Billie+Eilish'}"
O.O,0,3629415,500504,8df6bca9-7393-4179-9e9f-41a78b540998,https://www.last.fm/music/J.+Cole/_/Work+Out,"{'name': 'J. Cole', 'mbid': '875203e1-8e58-4b86-8dcb-7190faf411c5', 'url': 'https://www.last.fm/music/J.+Cole'}"
The Grinch,247,5172217,938909,9d70ea9e-a95a-44eb-881d-a0bba4520f43,https://www.last.fm/music/Gwen+Stefani/_/The+Sweet+Escape,"{'name': 'Gwen Stefani', 'mbid': '2e41ae9c-afd2-4f20-8f1e-17281ce9b472', 'url': 'https://www.last.fm/music/Gwen+Stefani'}"
Under Pressure - Remastered 2011,179,5747049,547963,fa20c1c7-4ef7-4638-b7a5-46c3e86a3bc8,https://www.last.fm/music/Kanye+West/_/New+Slaves,"{'name': 'Kanye West', 'mbid': '164f0d73-1234-4e2c-8743-d77bf2191051', 'url': 'https://www.last.fm/music/Kanye+West'}"
Love Lost,246,9086054,1018104,72281f36-2845-4c70-95fd-bffbbeab1ef8,https://www.last.fm/music/Avicii/_/Wake+Me+Up,"{'name': 'Avicii', 'mbid': 'c85cfd6b-b1e9-4a50-bd55-eb725f04f7d5', 'url': 'https://www.last.fm/music/Avicii'}"
Oh No!,361,3774065,410039,e1c1ba62-8df8-46cd-8610-3f3e7a897e79,https://www.last.fm/music/Cocteau+Twins/_/Heaven+or+Las+Vegas,"{'name': 'Cocteau Twins', 'mbid': '000fc734-b7e1-4a01-92d1-f544261b43f5', 'url': 'https://www.last.fm/music/Cocteau+Twins'}"
This Love,0,5288007,477819,,https://www.last.fm/music/Billie+Eilish/_/my+future,"{'name': 'Billie Eilish', 'mbid': '', 'url': 'https://www.last.fm/music/Billie+Eilish'}"
robbery,0,7340385,124709,,https://www.last.fm/music/TOMORROW+X+TOGETHER/_/Good+Boy+Gone+Bad,"{'name': 'TOMORROW X TOGETHER', 'mbid': '', 'url': 'https://www.last.fm/music/TOMORROW+X+TOGETHER'}"
Chemtrails Over the Country Club,0,6054893,587950,,https://www.last.fm/music/Billie+Eilish/_/you+should+see+me+in+a+crown,"{'name': 'Billie Eilish', 'mbid': '', 'url': 'https://www.last.fm/music/Billie+Eilish'}"
Poppin,0,4598833,181265,,https://www.last.fm/music/STAYC/_/STEREOTYPE,"{'name': 'STAYC', 'mbid': '', 'url': 'https://www.last.fm/music/STAYC'}"
This Is Why We Can't Have Nice Things,0,2359289,233351,,https://www.last.fm/music/Steve+Lacy/_/Ryd,"{'name': 'Steve Lacy', 'mbid': 'ca9766a0-1c30-43e6-a213-bac1334efc4a', 'url': 'https://www.last.fm/music/Steve+Lacy'}"
DNA,0,6318590,494602,,https://www.last.fm/music/Doja+Cat/_/Boss+Bitch,"{'name': 'Doja Cat', 'mbid': '5df62a88-cac9-490a-b62c-c7c88f4020f4', 'url': 'https://www.last.fm/music/Doja+Cat'}"
Pick Up The Phone,286,3728692,401138,a91bb323-f019-4897-a2c5-4c64408ddfa6,https://www.last.fm/music/Cigarettes+After+Sex/_/Nothing%27s+Gonna+Hurt+You+Baby,"{'name': 'Cigarettes After Sex', 'mbid': '34557d8f-ee4a-44ab-ae6e-49bb8ac604d0', 'url': 'https://www.last.fm/music/Cigarettes+After+Sex'}"
AS IF IT'S YOUR LAST,280,4001966,379602,ac3f3735-882e-4a59-a8be-93fedb7c4f37,https://www.last.fm/music/The+1975/_/Robbers,"{'name': 'The 1975', 'mbid': '5b6ebfe0-f72b-4902-bba9-74c8af0f1af0', 'url': 'https://www.last.fm/music/The+1975'}"
New Year’s Day,0,2172786,201128,,https://www.last.fm/music/A$AP+Rocky/_/Jukebox+Joints+(feat.+Joe+Fox+&+Kanye+West),"{'name': 'A$AP Rocky', 'mbid': '25b7b584-d952-4662-a8b9-dd8cdfbfeb64', 'url': 'https://www.last.fm/music/A$AP+Rocky'}"
One Right Now (with The Weeknd),209,15212961,992580,e5977c09-8f5a-46b6-89ea-c7bcaeae8bed,https://www.last.fm/music/Lana+Del+Rey/_/Blue+Jeans,"{'name': 'Lana Del Rey', 'mbid': 'b7539c32-53e7-4908-bda3-81449c367da6', 'url': 'https://www.last.fm/music/Lana+Del+Rey'}"
p r i d e . i s . t h e . d e v i l (with Lil Baby),0,2716422,294348,,https://www.last.fm/music/SZA/_/Doves+in+the+Wind+(feat.+Kendrick+Lamar),"{'name': 'SZA', 'mbid': '272989c8-5535-492d-a25c-9f58803e027f', 'url': 'https://www.last.fm/music/SZA'}"
The Story of Us,255,13447895,1650958,7a3e8796-a0b3-4999-b268-4e2d47912e3c,https://www.last.fm/music/Red+Hot+Chili+Peppers/_/Otherside,"{'name': 'Red Hot Chili Peppers', 'mbid': '8bfac288-ccc5-448d-9573-c33ea2aa5c30', 'url': 'https://www.last.fm/music/Red+Hot+Chili+Peppers'}"
Womanizer,0,2444026,169312,,https://www.last.fm/music/Charli+XCX/_/Yuck,"{'name': 'Charli XCX', 'mbid': '260b6184-8828-48eb-945c-bc4cb6fc34ca', 'url': 'https://www.last.fm/music/Charli+XCX'}"
Your Power,0,7699107,358139,,https://www.last.fm/music/Lady+Gaga/_/Sour+Candy+(with+BLACKPINK),"{'name': 'Lady Gaga', 'mbid': '650e7db6-b795-4eb5-a702-5ea2fc46c848', 'url': 'https://www.last.fm/music/Lady+Gaga'}"
I Don’t Wanna Live Forever (Fifty Shades Darker),170,9377503,964243,8214182b-038a-40a0-a8bf-cb05044d8f46,https://www.last.fm/music/Arctic+Monkeys/_/Brianstorm,"{'name': 'Arctic Monkeys', 'mbid': 'ada7a83c-e3e1-40f1-93f9-3e73dbc9298a', 'url': 'https://www.last.fm/music/Arctic+Monkeys'}"
Superman,0,3215593,455036,,https://www.last.fm/music/Tame+Impala/_/Nangs,"{'name': 'Tame Impala', 'mbid': '63aa26c3-d59b-4da4-84ac-716b54f1ef4d', 'url': 'https://www.last.fm/music/Tame+Impala'}"
dimple,0,5388916,63983,,https://www.last.fm/music/Balming+Tiger/_/SEXY+NUKIM+(feat.+RM+of+BTS),"{'name': 'Balming Tiger', 'mbid': '', 'url': 'https://www.last.fm/music/Balming+Tiger'}"
Sweet Life,0,5601208,373253,,https://www.last.fm/music/Ariana+Grande/_/Needy,"{'name': 'Ariana Grande', 'mbid': 'f4fdbb4c-e4b7-47a0-b83b-d91bbfcfa387', 'url': 'https://www.last.fm/music/Ariana+Grande'}"
Babydoll,0,3384489,242088,,https://www.last.fm/music/Phoebe+Bridgers/_/ICU,"{'name': 'Phoebe Bridgers', 'mbid': '', 'url': 'https://www.last.fm/music/Phoebe+Bridgers'}"
I Am Slowly But Surely Losing Hope,216,9620913,860695,a6ca91b7-ff8f-4537-b68b-2cc1a1617863,https://www.last.fm/music/Neutral+Milk+Hotel/_/In+the+Aeroplane+Over+the+Sea,"{'name': 'Neutral Milk Hotel', 'mbid': 'a506f761-2c22-4b2f-8a94-bd748c2c8f75', 'url': 'https://www.last.fm/music/Neutral+Milk+Hotel'}"
Worldwide Steppers,0,1588816,92404,,https://www.last.fm/music/STAYC/_/beautiful+monster,"{'name': 'STAYC', 'mbid': '', 'url': 'https://www.last.fm/music/STAYC'}"
Mayonaka no Door / Stay With Me,118,5212268,531820,7e059609-65c6-4406-9869-88b88dd33183,https://www.last.fm/music/Madvillain/_/Accordion,"{'name': 'Madvillain', 'mbid': '4e024037-14b7-4aea-99ad-c6ace63b9620', 'url': 'https://www.last.fm/music/Madvillain'}"
YOSEMITE,0,3102314,277109,,https://www.last.fm/music/LIL+UZI+VERT/_/Neon+Guts+(feat.+Pharrell+Williams),"{'name': 'LIL UZI VERT', 'mbid': '', 'url': 'https://www.last.fm/music/LIL+UZI+VERT'}"
Famous Last Words,189,3741894,551306,4c2a08bd-26df-4e68-835a-5bc8ff9bcf8a,"https://www.last.fm/music/Elton+John/_/Rocket+Man+(I+Think+It%27s+Going+To+Be+A+Long,+Long+Time)","{'name': 'Elton John', 'mbid': 'b83bc61f-8451-4a5d-8b8e-7e9ed295e822', 'url': 'https://www.last.fm/music/Elton+John'}"
Something About You,285,8988602,1303464,8f75ac01-7519-4f80-8a9a-4544cd40cd1e,https://www.last.fm/music/Green+Day/_/Wake+Me+Up+When+September+Ends,"{'name': 'Green Day', 'mbid': '084308bd-1654-436f-ba03-df6697104e19', 'url': 'https://www.last.fm/music/Green+Day'}"
hope ur ok,0,2624544,242563,,"https://www.last.fm/music/Tyler,+the+Creator/_/Smuckers+(feat.+Lil+Wayne+&+Kanye+West)","{'name': 'Tyler, the Creator', 'mbid': 'f6beac20-5dfe-4d1f-ae02-0b0a740aafd6', 'url': 'https://www.last.fm/music/Tyler,+the+Creator'}"
bury a friend,0,5305695,536223,,https://www.last.fm/music/Billie+Eilish/_/Wish+You+Were+Gay,"{'name': 'Billie Eilish', 'mbid': '', 'url': 'https://www.last.fm/music/Billie+Eilish'}"
This Side of Paradise,326,5190383,494404,b57591e9-4849-4d95-a0a4-fbb5563dbb6c,https://www.last.fm/music/Kanye+West/_/Hold+My+Liquor,"{'name': 'Kanye West', 'mbid': '164f0d73-1234-4e2c-8743-d77bf2191051', 'url': 'https://www.last.fm/music/Kanye+West'}"
Because I Liked a Boy,267,12905462,1473090,ffb3f2b6-460d-4334-8221-c4912df88972,https://www.last.fm/music/Foo+Fighters/_/The+Pretender,"{'name': 'Foo Fighters', 'mbid': '67f66c07-6e61-4026-ade5-7e782fad3a5d', 'url': 'https://www.last.fm/music/Foo+Fighters'}"
Otis,0,4447882,407545,,https://www.last.fm/music/Frank+Ocean/_/close+to+you,"{'name': 'Frank Ocean', 'mbid': 'e520459c-dff4-491d-a6e4-c97be35e0044', 'url': 'https://www.last.fm/music/Frank+Ocean'}"
How Do I Make You Love Me?,0,1895842,180760,,https://www.last.fm/music/Baby+Keem/_/lost+souls+(with+Brent+Faiyaz),"{'name': 'Baby Keem', 'mbid': '', 'url': 'https://www.last.fm/music/Baby+Keem'}"
Cloud 9,0,2805870,297256,,https://www.last.fm/music/Beach+Bunny/_/Prom+Queen,"{'name': 'Beach Bunny', 'mbid': '', 'url': 'https://www.last.fm/music/Beach+Bunny'}"
Sultans of Swing,0,2970963,315696,,https://www.last.fm/music/Madvillain/_/Fancy+Clown,"{'name': 'Madvillain', 'mbid': '4e024037-14b7-4aea-99ad-c6ace63b9620', 'url': 'https://www.last.fm/music/Madvillain'}"
i wanna be your girlfriend,0,4084200,445571,,https://www.last.fm/music/Aurora/_/Runaway,"{'name': 'Aurora', 'mbid': '', 'url': 'https://www.last.fm/music/Aurora'}"
"Come On, Let's Go (with Nigo)",0,5461910,192333,,https://www.last.fm/music/aespa/_/Savage,"{'name': 'aespa', 'mbid': '', 'url': 'https://www.last.fm/music/aespa'}"
When You Were Young,258,8118202,1195985,2a5c6d93-f153-44e5-b747-2bd7b5156212,https://www.last.fm/music/Nirvana/_/The+Man+Who+Sold+the+World,"{'name': 'Nirvana', 'mbid': '9282c8b4-ca0b-4c6b-b7e3-4f7762dfc4d6', 'url': 'https://www.last.fm/music/Nirvana'}"
ASAP,0,20579905,288978,,https://www.last.fm/music/BTS/_/EUPHORIA,"{'name': 'BTS', 'mbid': '0d79fe8e-ba27-4859-bb8c-2f255f346853', 'url': 'https://www.last.fm/music/BTS'}"
LEMONHEAD (feat. 42 Dugg),0,5089594,413025,,https://www.last.fm/music/Sufjan+Stevens/_/Mystery+Of+Love,"{'name': 'Sufjan Stevens', 'mbid': '01d3c51b-9b98-418a-8d8e-37f6fab59d8c', 'url': 'https://www.last.fm/music/Sufjan+Stevens'}"
Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,0,1787564,274229,,https://www.last.fm/music/Kendrick+Lamar/_/Mirror,"{'name': 'Kendrick Lamar', 'mbid': '381086ea-f511-4aba-bdf9-71c753dc5077', 'url': 'https://www.last.fm/music/Kendrick+Lamar'}"
Hell n back,263,10178298,1427522,5cc1db82-ac3f-4cf5-a5e4-3a7f0418afd8,https://www.last.fm/music/Green+Day/_/Boulevard+of+Broken+Dreams,"{'name': 'Green Day', 'mbid': '084308bd-1654-436f-ba03-df6697104e19', 'url': 'https://www.last.fm/music/Green+Day'}"
Big Poppa - 2005 Remaster,0,6388199,896165,,https://www.last.fm/music/Eminem/_/Love+The+Way+You+Lie,"{'name': 'Eminem', 'mbid': 'b95ce3ff-3d05-4e87-9e01-c97b66af13d4', 'url': 'https://www.last.fm/music/Eminem'}"
Feel Special,0,610951,90209,,https://www.last.fm/music/Jid/_/Dance+Now+(feat.+Kenny+Mason),"{'name': 'Jid', 'mbid': '', 'url': 'https://www.last.fm/music/Jid'}"
One More Time,273,4594852,559816,642882be-6a84-493f-a446-ee9e87b3f8b9,https://www.last.fm/music/Beach+House/_/Silver+Soul,"{'name': 'Beach House', 'mbid': 'd5cc67b8-1cc4-453b-96e8-44487acdebea', 'url': 'https://www.last.fm/music/Beach+House'}"
Aerials,0,8083510,489756,,https://www.last.fm/music/Harry+Styles/_/Lights+Up,"{'name': 'Harry Styles', 'mbid': '', 'url': 'https://www.last.fm/music/Harry+Styles'}"
STATS,0,4805486,428190,,https://www.last.fm/music/Dominic+Fike/_/3+Nights,"{'name': 'Dominic Fike', 'mbid': '', 'url': 'https://www.last.fm/music/Dominic+Fike'}"
Life is Good (feat. Drake),0,3206356,245213,,https://www.last.fm/music/Joji/_/Like+You+Do,"{'name': 'Joji', 'mbid': '', 'url': 'https://www.last.fm/music/Joji'}"
FEVER,0,5907393,443864,,https://www.last.fm/music/BROCKHAMPTON/_/SUGAR,"{'name': 'BROCKHAMPTON', 'mbid': '', 'url': 'https://www.last.fm/music/BROCKHAMPTON'}"
Heathens,0,4087255,398185,,"https://www.last.fm/music/Tyler,+the+Creator/_/WHAT%27S+GOOD","{'name': 'Tyler, the Creator', 'mbid': 'f6beac20-5dfe-4d1f-ae02-0b0a740aafd6', 'url': 'https://www.last.fm/music/Tyler,+the+Creator'}"
Lay All Your Love on Me,210,5885947,838413,6ef7fdb5-53cb-4ea5-bb2c-cfd3799380f9,https://www.last.fm/music/Kanye+West/_/Jesus+Walks,"{'name': 'Kanye West', 'mbid': '164f0d73-1234-4e2c-8743-d77bf2191051', 'url': 'https://www.last.fm/music/Kanye+West'}"
Teenage Dirtbag,0,1927411,203787,,https://www.last.fm/music/Taylor+Swift/_/Sad+Beautiful+Tragic+(Taylor%27s+Version),"{'name': 'Taylor Swift', 'mbid': '20244d07-534f-4eff-b4d4-930878889970', 'url': 'https://www.last.fm/music/Taylor+Swift'}"
Play Date,0,2465565,274930,,https://www.last.fm/music/Current+Joys/_/Blondie,"{'name': 'Current Joys', 'mbid': '', 'url': 'https://www.last.fm/music/Current+Joys'}"
Smoke Signals,0,8546951,1399976,84ea5817-c339-4465-a9ba-537f54af7172,https://www.last.fm/music/Nirvana/_/In+Bloom,"{'name': 'Nirvana', 'mbid': '9282c8b4-ca0b-4c6b-b7e3-4f7762dfc4d6', 'url': 'https://www.last.fm/music/Nirvana'}"
Chicken Teriyaki,0,4377040,402683,,https://www.last.fm/music/Eminem/_/Godzilla+(feat.+Juice+WRLD),"{'name': 'Eminem', 'mbid': 'b95ce3ff-3d05-4e87-9e01-c97b66af13d4', 'url': 'https://www.last.fm/music/Eminem'}"
Blackest in the Room,0,115296,47802,,https://www.last.fm/music/Freddie+Gibbs/_/Pain+&+Strife+(feat.+Offset),"{'name': 'Freddie Gibbs', 'mbid': '21645c31-fe1c-45a4-955c-3e172b12c3f9', 'url': 'https://www.last.fm/music/Freddie+Gibbs'}"
Jail,0,2447641,193881,,https://www.last.fm/music/Taylor+Swift/_/Babe+(Taylor%27s+Version)+(From+the+Vault),"{'name': 'Taylor Swift', 'mbid': '20244d07-534f-4eff-b4d4-930878889970', 'url': 'https://www.last.fm/music/Taylor+Swift'}"
E.T.,0,9142519,274773,,https://www.last.fm/music/BTS/_/Spring+Day,"{'name': 'BTS', 'mbid': '0d79fe8e-ba27-4859-bb8c-2f255f346853', 'url': 'https://www.last.fm/music/BTS'}"
The Flag is Raised,0,2786811,312587,,https://www.last.fm/music/Panic%21+at+the+Disco/_/House+of+Memories,"{'name': 'Panic! at the Disco', 'mbid': 'b9472588-93f3-4922-a1a2-74082cdf9ce8', 'url': 'https://www.last.fm/music/Panic%21+at+the+Disco'}"
Side To Side,0,5791475,515725,,https://www.last.fm/music/The+Weeknd/_/Take+My+Breath,"{'name': 'The Weeknd', 'mbid': 'c8b03190-306c-4120-bb0b-6f2ebfc06ea9', 'url': 'https://www.last.fm/music/The+Weeknd'}"
Kill V. Maim,0,23270434,293526,,https://www.last.fm/music/BTS/_/Black+Swan,"{'name': 'BTS', 'mbid': '0d79fe8e-ba27-4859-bb8c-2f255f346853', 'url': 'https://www.last.fm/music/BTS'}"
Dream On,0,1750688,245422,,https://www.last.fm/music/2Pac/_/Hit+%27Em+Up+-+Single+Version,"{'name': '2Pac', 'mbid': '382f1005-e9ab-4684-afd4-0bdae4ee37f2', 'url': 'https://www.last.fm/music/2Pac'}"
Treasure,0,1781402,223099,,https://www.last.fm/music/Ralph+Castelli/_/Morning+Sex,"{'name': 'Ralph Castelli', 'mbid': '', 'url': 'https://www.last.fm/music/Ralph+Castelli'}"
Oops!...I Did It Again,0,2795430,204581,,https://www.last.fm/music/Rosal%C3%ADa/_/Candy,"{'name': 'Rosalía', 'mbid': 'ac0ee862-a6ca-4d39-a7a4-d8460534ba30', 'url': 'https://www.last.fm/music/Rosal%C3%ADa'}"
Elephant,164,3552481,255717,644661de-9d5b-463b-8715-f07f1d7b21a2,https://www.last.fm/music/Mitski/_/Last+Words+of+a+Shooting+Star,"{'name': 'Mitski', 'mbid': 'fa58cf24-0e44-421d-8519-8bf461dcfaa5', 'url': 'https://www.last.fm/music/Mitski'}"
Till I Collapse,0,3426571,296910,,https://www.last.fm/music/Billie+Eilish/_/Halley%27s+Comet,"{'name': 'Billie Eilish', 'mbid': '', 'url': 'https://www.last.fm/music/Billie+Eilish'}"
Comme des Garçons (Like the Boys),0,3573032,130110,,https://www.last.fm/music/NMixx/_/O.O,"{'name': 'NMixx', 'mbid': '', 'url': 'https://www.last.fm/music/NMixx'}"
HAHAH,0,2009008,171564,,https://www.last.fm/music/Trippie+Redd/_/The+Grinch,"{'name': 'Trippie Redd', 'mbid': '', 'url': 'https://www.last.fm/music/Trippie+Redd'}"
Shades of Cool,0,2387749,495299,,https://www.last.fm/music/Queen/_/Under+Pressure+-+Remastered+2011,"{'name': 'Queen', 'mbid': '420ca290-76c5-41af-999e-564d7c71f1a7', 'url': 'https://www.last.fm/music/Queen'}"
Part of The Band,165,859036,115481,90d678bf-0f75-427a-b655-7103d8528455,https://www.last.fm/music/Mac+Miller/_/Love+Lost,"{'name': 'Mac Miller', 'mbid': 'a0e8a1b1-5f8f-475a-a253-17415c17d0ff', 'url': 'https://www.last.fm/music/Mac+Miller'}"
Boyfriend (with Social House),0,2769695,274714,,https://www.last.fm/music/Marina/_/Oh+No%21,"{'name': 'Marina', 'mbid': 'fe0ad4d4-391b-4f43-b02f-4d2ed0ab2b5e', 'url': 'https://www.last.fm/music/Marina'}"
Enjoy the Silence,0,8312476,1387303,1ee17f8d-5f82-408c-9d57-c4feb6658cb8,https://www.last.fm/music/Maroon+5/_/This+Love,"{'name': 'Maroon 5', 'mbid': '0ab49580-c84f-44d4-875f-d83760ea2cfe', 'url': 'https://www.last.fm/music/Maroon+5'}"
ITS OK TO NOT BE OK,0,4789197,319914,,https://www.last.fm/music/Juice+WRLD/_/robbery,"{'name': 'Juice WRLD', 'mbid': '', 'url': 'https://www.last.fm/music/Juice+WRLD'}"
Save Your Tears (Remix) (with Ariana Grande) - Bonus Track,0,4870941,334954,,https://www.last.fm/music/Lana+Del+Rey/_/Chemtrails+Over+the+Country+Club,"{'name': 'Lana Del Rey', 'mbid': 'b7539c32-53e7-4908-bda3-81449c367da6', 'url': 'https://www.last.fm/music/Lana+Del+Rey'}"
Couldn’t Be Done (feat. Kelly Price),0,2722932,163965,,https://www.last.fm/music/yeat/_/Poppin,"{'name': 'yeat', 'mbid': '', 'url': 'https://www.last.fm/music/yeat'}"
Oh Caroline,0,2515362,203783,,https://www.last.fm/music/Taylor+Swift/_/This+Is+Why+We+Can%27t+Have+Nice+Things,"{'name': 'Taylor Swift', 'mbid': '20244d07-534f-4eff-b4d4-930878889970', 'url': 'https://www.last.fm/music/Taylor+Swift'}"
Chateau (Feel Alright),0,12715881,338882,,https://www.last.fm/music/BTS/_/DNA,"{'name': 'BTS', 'mbid': '0d79fe8e-ba27-4859-bb8c-2f255f346853', 'url': 'https://www.last.fm/music/BTS'}"
Yale,0,3918519,345205,,https://www.last.fm/music/Young+Thug/_/Pick+Up+The+Phone,"{'name': 'Young Thug', 'mbid': '800760de-bdf8-43a2-8fe0-44a2401a5515', 'url': 'https://www.last.fm/music/Young+Thug'}"
Судно (Борис Рижий),0,5907507,306804,,https://www.last.fm/music/BLACKPINK/_/AS+IF+IT%27S+YOUR+LAST,"{'name': 'BLACKPINK', 'mbid': '', 'url': 'https://www.last.fm/music/BLACKPINK'}"
I Know It's Over - 2011 Remaster,0,3222389,235175,,https://www.last.fm/music/Taylor+Swift/_/New+Year%E2%80%99s+Day,"{'name': 'Taylor Swift', 'mbid': '20244d07-534f-4eff-b4d4-930878889970', 'url': 'https://www.last.fm/music/Taylor+Swift'}"
The Gold - Phoebe Bridgers Version,0,2838622,339997,,https://www.last.fm/music/Post+Malone/_/One+Right+Now+(with+The+Weeknd),"{'name': 'Post Malone', 'mbid': '', 'url': 'https://www.last.fm/music/Post+Malone'}"
Hotline Bling,0,2875280,250483,,https://www.last.fm/music/J.+Cole/_/p+r+i+d+e+.+i+s+.+t+h+e+.+d+e+v+i+l+(with+Lil+Baby),"{'name': 'J. Cole', 'mbid': '875203e1-8e58-4b86-8dcb-7190faf411c5', 'url': 'https://www.last.fm/music/J.+Cole'}"
Lean Wit Me,269,3939896,349204,19a13877-bf87-49ca-850d-caa7fb8eba8a,https://www.last.fm/music/Taylor+Swift/_/The+Story+of+Us,"{'name': 'Taylor Swift', 'mbid': '20244d07-534f-4eff-b4d4-930878889970', 'url': 'https://www.last.fm/music/Taylor+Swift'}"
Born This Way,223,9427946,1071058,bb2d1754-0d93-41a1-8346-e95dacab304d,https://www.last.fm/music/Britney+Spears/_/Womanizer,"{'name': 'Britney Spears', 'mbid': '45a663b5-b1cb-4a91-bff6-2bef7bbfdd76', 'url': 'https://www.last.fm/music/Britney+Spears'}"
0X1=LOVESONG (I Know I Love You) feat. Seori,0,4795462,436729,,https://www.last.fm/music/Billie+Eilish/_/Your+Power,"{'name': 'Billie Eilish', 'mbid': '', 'url': 'https://www.last.fm/music/Billie+Eilish'}"
Overdue (with Travis Scott),0,3224479,413272,,https://www.last.fm/music/Zayn/_/I+Don%E2%80%99t+Wanna+Live+Forever+(Fifty+Shades+Darker),"{'name': 'Zayn', 'mbid': '', 'url': 'https://www.last.fm/music/Zayn'}"
"King's Dead (with Kendrick Lamar, Future & James Blake)",350,3279130,549403,c966edc2-9e89-426f-84fe-cea42e6f672d,https://www.last.fm/music/Eminem/_/Superman,"{'name': 'Eminem', 'mbid': 'b95ce3ff-3d05-4e87-9e01-c97b66af13d4', 'url': 'https://www.last.fm/music/Eminem'}"
IV. Sweatpants,0,7371133,252169,,https://www.last.fm/music/BTS/_/dimple,"{'name': 'BTS', 'mbid': '0d79fe8e-ba27-4859-bb8c-2f255f346853', 'url': 'https://www.last.fm/music/BTS'}"
Skinny Love,262,4890396,572198,b57eed56-5786-4919-a184-68e2863a197b,https://www.last.fm/music/Frank+Ocean/_/Sweet+Life,"{'name': 'Frank Ocean', 'mbid': 'e520459c-dff4-491d-a6e4-c97be35e0044', 'url': 'https://www.last.fm/music/Frank+Ocean'}"
High by the Beach,0,2422463,256391,,https://www.last.fm/music/Dominic+Fike/_/Babydoll,"{'name': 'Dominic Fike', 'mbid': '', 'url': 'https://www.last.fm/music/Dominic+Fike'}"
"You're Gonna Go Far, Kid",0,276260,47279,,https://www.last.fm/music/Bladee/_/I+Am+Slowly+But+Surely+Losing+Hope,"{'name': 'Bladee', 'mbid': 'cd689e77-dfdd-4f81-b50c-5e5a3f5e38a4', 'url': 'https://www.last.fm/music/Bladee'}"
ICARUS 3REESTYLE,0,1984858,389741,,https://www.last.fm/music/Kendrick+Lamar/_/Worldwide+Steppers,"{'name': 'Kendrick Lamar', 'mbid': '381086ea-f511-4aba-bdf9-71c753dc5077', 'url': 'https://www.last.fm/music/Kendrick+Lamar'}"
Yes I'm Changing,0,2533269,262131,,https://www.last.fm/music/Miki+Matsubara/_/Mayonaka+no+Door+%2F+Stay+With+Me,"{'name': 'Miki Matsubara', 'mbid': '994c1efe-ab1c-4b1f-a2b7-01758ef963b9', 'url': 'https://www.last.fm/music/Miki+Matsubara'}"
Pied Piper,0,2699969,269664,,https://www.last.fm/music/Travis+Scott/_/YOSEMITE,"{'name': 'Travis Scott', 'mbid': 'e4a51f17-a57b-47b1-b37b-f552d0f8e9e6', 'url': 'https://www.last.fm/music/Travis+Scott'}"
Little Talks,300,7338927,756340,234cdfbd-4d58-417d-ab85-590e4aab1f9c,https://www.last.fm/music/My+Chemical+Romance/_/Famous+Last+Words,"{'name': 'My Chemical Romance', 'mbid': 'c07f0676-9143-4217-8a9f-4c26bd636f13', 'url': 'https://www.last.fm/music/My+Chemical+Romance'}"
Training Wheels,0,2323440,215056,,https://www.last.fm/music/Eyedress/_/Something+About+You,"{'name': 'Eyedress', 'mbid': '0b619a94-481c-40ac-abae-85f33f2b1588', 'url': 'https://www.last.fm/music/Eyedress'}"
Trust,0,4961217,369633,,https://www.last.fm/music/Olivia+Rodrigo/_/hope+ur+ok,"{'name': 'Olivia Rodrigo', 'mbid': '', 'url': 'https://www.last.fm/music/Olivia+Rodrigo'}"
cry for me,0,6594908,599491,,https://www.last.fm/music/Billie+Eilish/_/bury+a+friend,"{'name': 'Billie Eilish', 'mbid': '', 'url': 'https://www.last.fm/music/Billie+Eilish'}"
Angeleyes,242,2446201,226074,52f2b74f-27cb-47fb-89ce-6de40f3acfef,https://www.last.fm/music/Coyote+Theory/_/This+Side+of+Paradise,"{'name': 'Coyote Theory', 'mbid': '447b01a0-fcd9-4eb0-978a-d17aa48ea00b', 'url': 'https://www.last.fm/music/Coyote+Theory'}"
Sweet Dreams (Are Made of This) - Remastered,0,1241760,101977,,https://www.last.fm/music/Sabrina+Carpenter/_/Because+I+Liked+a+Boy,"{'name': 'Sabrina Carpenter', 'mbid': '1882fe91-cdd9-49c9-9956-8e06a3810bd4', 'url': 'https://www.last.fm/music/Sabrina+Carpenter'}"
California Dreamin' - Single Version,0,2032175,226573,,https://www.last.fm/music/Jay-Z/_/Otis,"{'name': 'Jay-Z', 'mbid': 'f82bcf78-5b69-4622-a5ef-73800768d9ac', 'url': 'https://www.last.fm/music/Jay-Z'}"
I Didn't Change My Number,0,3287348,341795,,https://www.last.fm/music/The+Weeknd/_/How+Do+I+Make+You+Love+Me%3F,"{'name': 'The Weeknd', 'mbid': 'c8b03190-306c-4120-bb0b-6f2ebfc06ea9', 'url': 'https://www.last.fm/music/The+Weeknd'}"
